id,order_id,product_id,quantity,unit_price,line_total
item_560,order_222,prod_16,3,11234.52,33703.56
item_561,order_222,prod_18,3,7910.67,23732.01
item_562,order_223,prod_12,2,9049.72,18099.44
item_563,order_223,prod_6,5,15717.4,78587.0
item_564,order_224,prod_17,1,13807.84,13807.84
item_565,order_225,prod_21,1,13458.05,13458.05
item_566,order_225,prod_8,2,2948.54,5897.08
item_567,order_226,prod_2,4,11701.0,46804.0
item_568,order_226,prod_20,1,20272.95,20272.95
item_569,order_226,prod_16,1,11234.52,11234.52
item_570,order_227,prod_17,3,13807.84,41423.52
item_571,order_228,prod_6,2,15717.4,31434.8
item_572,order_228,prod_4,2,23424.49,46848.98
item_573,order_228,prod_20,2,20272.95,40545.9
item_574,order_228,prod_17,5,13807.84,69039.2
item_575,order_229,prod_3,5,23259.95,116299.75
item_576,order_229,prod_12,2,9049.72,18099.44
item_577,order_229,prod_13,2,2184.39,4368.78
item_578,order_229,prod_15,3,7481.19,22443.57
item_579,order_230,prod_13,1,2184.39,2184.39
item_580,order_230,prod_21,1,13458.05,13458.05
item_581,order_230,prod_18,2,7910.67,15821.34
item_582,order_230,prod_16,1,11234.52,11234.52
item_583,order_231,prod_17,1,13807.84,13807.84
item_584,order_232,prod_2,5,11701.0,58505.0
item_585,order_232,prod_3,5,23259.95,116299.75
item_586,order_232,prod_9,1,13671.04,13671.04
item_587,order_233,prod_13,3,2184.39,6553.17
item_588,order_233,prod_3,2,23259.95,46519.9
item_589,order_234,prod_13,5,2184.39,10921.95
item_590,order_234,prod_5,3,727.23,2181.69
item_591,order_234,prod_3,1,23259.95,23259.95
item_592,order_235,prod_20,3,20272.95,60818.85
item_593,order_235,prod_21,1,13458.05,13458.05
item_594,order_235,prod_13,3,2184.39,6553.17
item_595,order_236,prod_14,1,6483.97,6483.97
item_596,order_236,prod_6,5,15717.4,78587.0
item_597,order_236,prod_19,3,24603.41,73810.23
item_598,order_236,prod_13,2,2184.39,4368.78
item_599,order_237,prod_21,3,13458.05,40374.15
item_600,order_237,prod_5,1,727.23,727.23
item_601,order_237,prod_13,1,2184.39,2184.39
item_602,order_237,prod_11,1,3744.19,3744.19
item_603,order_238,prod_4,2,23424.49,46848.98
item_604,order_238,prod_5,4,727.23,2908.92
item_605,order_238,prod_3,4,23259.95,93039.8
item_606,order_239,prod_1,1,16313.77,16313.77
item_607,order_240,prod_13,4,2184.39,8737.56
item_608,order_240,prod_1,4,16313.77,65255.08
item_609,order_240,prod_10,1,12893.18,12893.18
